scope,display_name,base_species,species,method,location,period,chance,requirement,evolution_from
species,SPECIES_TADBULB,SPECIES_TADBULB,SPECIES_TADBULB,wild,Route 31,day,4%,none,
species,SPECIES_BELLIBOLT,SPECIES_BELLIBOLT,SPECIES_BELLIBOLT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TADBULB
species,SPECIES_WATTREL,SPECIES_WATTREL,SPECIES_WATTREL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_KILOWATTREL,SPECIES_KILOWATTREL,SPECIES_KILOWATTREL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_WATTREL
species,SPECIES_MASCHIFF,SPECIES_MASCHIFF,SPECIES_MASCHIFF,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_MABOSSTIFF,SPECIES_MABOSSTIFF,SPECIES_MABOSSTIFF,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_MASCHIFF
species,SPECIES_SHROODLE,SPECIES_SHROODLE,SPECIES_SHROODLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GRAFAIAI,SPECIES_GRAFAIAI,SPECIES_GRAFAIAI,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_SHROODLE
species,SPECIES_BRAMBLIN,SPECIES_BRAMBLIN,SPECIES_BRAMBLIN,wild,Route 29,day,5%,none,
species,SPECIES_BRAMBLEGHAST,SPECIES_BRAMBLEGHAST,SPECIES_BRAMBLEGHAST,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BRAMBLIN
species,SPECIES_TOEDSCOOL,SPECIES_TOEDSCOOL,SPECIES_TOEDSCOOL,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TOEDSCRUEL,SPECIES_TOEDSCRUEL,SPECIES_TOEDSCRUEL,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TOEDSCOOL
species,SPECIES_KLAWF,SPECIES_KLAWF,SPECIES_KLAWF,wild,Route 30,night,5%,none,
species,SPECIES_CAPSAKID,SPECIES_CAPSAKID,SPECIES_CAPSAKID,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_SCOVILLAIN,SPECIES_SCOVILLAIN,SPECIES_SCOVILLAIN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CAPSAKID
species,SPECIES_RELLOR,SPECIES_RELLOR,SPECIES_RELLOR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_RABSCA,SPECIES_RABSCA,SPECIES_RABSCA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_RELLOR
species,SPECIES_FLITTLE,SPECIES_FLITTLE,SPECIES_FLITTLE,wild,Route 30,night,10%,none,
species,SPECIES_ESPATHRA,SPECIES_ESPATHRA,SPECIES_ESPATHRA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FLITTLE
species,SPECIES_TINKATINK,SPECIES_TINKATINK,SPECIES_TINKATINK,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_TINKATUFF,SPECIES_TINKATUFF,SPECIES_TINKATUFF,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TINKATINK
species,SPECIES_TINKATON,SPECIES_TINKATON,SPECIES_TINKATON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_TINKATUFF
species,SPECIES_WIGLETT,SPECIES_WIGLETT,SPECIES_WIGLETT,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_WUGTRIO,SPECIES_WUGTRIO,SPECIES_WUGTRIO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_WIGLETT
species,SPECIES_BOMBIRDIER,SPECIES_BOMBIRDIER,SPECIES_BOMBIRDIER,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_FINIZEN,SPECIES_FINIZEN,SPECIES_FINIZEN,wild,Cherrygrove City,all,5%,none,
species,SPECIES_PALAFIN,SPECIES_PALAFIN,SPECIES_PALAFIN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FINIZEN
species,SPECIES_VAROOM,SPECIES_VAROOM,SPECIES_VAROOM,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_REVAVROOM,SPECIES_REVAVROOM,SPECIES_REVAVROOM,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_VAROOM
species,SPECIES_CYCLIZAR,SPECIES_CYCLIZAR,SPECIES_CYCLIZAR,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ORTHWORM,SPECIES_ORTHWORM,SPECIES_ORTHWORM,wild,Route 31,day,10%,none,
species,SPECIES_GLIMMET,SPECIES_GLIMMET,SPECIES_GLIMMET,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_GLIMMORA,SPECIES_GLIMMORA,SPECIES_GLIMMORA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GLIMMET
species,SPECIES_GREAVARD,SPECIES_GREAVARD,SPECIES_GREAVARD,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_HOUNDSTONE,SPECIES_HOUNDSTONE,SPECIES_HOUNDSTONE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GREAVARD
species,SPECIES_FLAMIGO,SPECIES_FLAMIGO,SPECIES_FLAMIGO,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CETODDLE,SPECIES_CETODDLE,SPECIES_CETODDLE,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_CETITAN,SPECIES_CETITAN,SPECIES_CETITAN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_CETODDLE
species,SPECIES_VELUZA,SPECIES_VELUZA,SPECIES_VELUZA,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_DONDOZO,SPECIES_DONDOZO,SPECIES_DONDOZO,wild,Cherrygrove City,all,5%,none,
species,SPECIES_TATSUGIRI,SPECIES_TATSUGIRI,SPECIES_TATSUGIRI,wild,Cherrygrove City,all,1%,none,
species,SPECIES_ANNIHILAPE,SPECIES_ANNIHILAPE,SPECIES_ANNIHILAPE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_PRIMEAPE
species,SPECIES_CLODSIRE,SPECIES_CLODSIRE,SPECIES_CLODSIRE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_WOOPER_PALDEAN
species,SPECIES_FARIGIRAF,SPECIES_FARIGIRAF,SPECIES_FARIGIRAF,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GIRAFARIG
species,SPECIES_DUDUNSPARCE,SPECIES_DUDUNSPARCE,SPECIES_DUDUNSPARCE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DUNSPARCE
species,SPECIES_KINGAMBIT,SPECIES_KINGAMBIT,SPECIES_KINGAMBIT,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_BISHARP
species,SPECIES_GREAT_TUSK,SPECIES_GREAT_TUSK,SPECIES_GREAT_TUSK,wild,Mt. Silver (Expert Belt room),all,1%,post-game,
species,SPECIES_SCREAM_TAIL,SPECIES_SCREAM_TAIL,SPECIES_SCREAM_TAIL,wild,"Route 2 (North, above Viridian Forest)",all,1%,post-game,
species,SPECIES_BRUTE_BONNET,SPECIES_BRUTE_BONNET,SPECIES_BRUTE_BONNET,wild,Mt. Moon 1F,all,1%,post-game,
species,SPECIES_FLUTTER_MANE,SPECIES_FLUTTER_MANE,SPECIES_FLUTTER_MANE,wild,"Route 2 (South, below Viridian Forest)",all,1%,post-game,
species,SPECIES_SLITHER_WING,SPECIES_SLITHER_WING,SPECIES_SLITHER_WING,wild,Route 3,all,1%,post-game,
species,SPECIES_SANDY_SHOCKS,SPECIES_SANDY_SHOCKS,SPECIES_SANDY_SHOCKS,wild,Route 27,all,1%,post-game,
species,SPECIES_IRON_TREADS,SPECIES_IRON_TREADS,SPECIES_IRON_TREADS,wild,Victory Road 1F,all,1%,post-game,
species,SPECIES_IRON_BUNDLE,SPECIES_IRON_BUNDLE,SPECIES_IRON_BUNDLE,wild,Seafoam Islands B1F,all,1%,post-game,
species,SPECIES_IRON_HANDS,SPECIES_IRON_HANDS,SPECIES_IRON_HANDS,wild,Rock Tunnel B1F,all,1%,post-game,
species,SPECIES_IRON_JUGULIS,SPECIES_IRON_JUGULIS,SPECIES_IRON_JUGULIS,wild,Bell Tower 5F,all,1%,post-game,
species,SPECIES_IRON_MOTH,SPECIES_IRON_MOTH,SPECIES_IRON_MOTH,wild,"Mt. Silver (Top, snowy area)",all,1%,post-game,
species,SPECIES_IRON_THORNS,SPECIES_IRON_THORNS,SPECIES_IRON_THORNS,wild,Rock Tunnel B1F,all,1%,post-game,
species,SPECIES_FRIGIBAX,SPECIES_FRIGIBAX,SPECIES_FRIGIBAX,wild (preserved v2.1.1),see Wild Encounters,varies,varies,none,
species,SPECIES_ARCTIBAX,SPECIES_ARCTIBAX,SPECIES_ARCTIBAX,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_FRIGIBAX
species,SPECIES_BAXCALIBUR,SPECIES_BAXCALIBUR,SPECIES_BAXCALIBUR,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_ARCTIBAX
species,SPECIES_GIMMIGHOUL,SPECIES_GIMMIGHOUL,SPECIES_GIMMIGHOUL,wild,Route 30,night,10%,none,
species,SPECIES_GHOLDENGO,SPECIES_GHOLDENGO,SPECIES_GHOLDENGO,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_GIMMIGHOUL
species,SPECIES_WO_CHIEN,SPECIES_WO_CHIEN,SPECIES_WO_CHIEN,wild,Route 8,all,1%,post-game,
species,SPECIES_CHIEN_PAO,SPECIES_CHIEN_PAO,SPECIES_CHIEN_PAO,wild,Seafoam Islands 1F,all,1%,post-game,
species,SPECIES_TING_LU,SPECIES_TING_LU,SPECIES_TING_LU,wild,Route 6,all,1%,post-game,
species,SPECIES_CHI_YU,SPECIES_CHI_YU,SPECIES_CHI_YU,wild,Cerulean Cave B2F,all,1%,post-game,
species,SPECIES_ROARING_MOON,SPECIES_ROARING_MOON,SPECIES_ROARING_MOON,wild,Route 26,all,1%,post-game,
species,SPECIES_IRON_VALIANT,SPECIES_IRON_VALIANT,SPECIES_IRON_VALIANT,wild,Victory Road 1F,all,1%,post-game,
species,SPECIES_KORAIDON,SPECIES_KORAIDON,SPECIES_KORAIDON,wild,Route 24,all,1%,post-game,
species,SPECIES_MIRAIDON,SPECIES_MIRAIDON,SPECIES_MIRAIDON,wild,Route 9,all,1%,post-game,
species,SPECIES_WALKING_WAKE,SPECIES_WALKING_WAKE,SPECIES_WALKING_WAKE,wild,Whirl Islands B2F,all,1%,post-game,
species,SPECIES_IRON_LEAVES,SPECIES_IRON_LEAVES,SPECIES_IRON_LEAVES,wild,Bell Tower 5F,all,1%,post-game,
species,SPECIES_DIPPLIN,SPECIES_DIPPLIN,SPECIES_DIPPLIN,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_APPLIN
species,SPECIES_POLTCHAGEIST,SPECIES_POLTCHAGEIST,SPECIES_POLTCHAGEIST,wild,Route 31,morning,10%,none,
species,SPECIES_SINISTCHA,SPECIES_SINISTCHA,SPECIES_SINISTCHA,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_POLTCHAGEIST
species,SPECIES_OKIDOGI,SPECIES_OKIDOGI,SPECIES_OKIDOGI,wild,Victory Road 3F,all,1%,post-game,
species,SPECIES_MUNKIDORI,SPECIES_MUNKIDORI,SPECIES_MUNKIDORI,wild,Bell Tower 10F,all,1%,post-game,
species,SPECIES_FEZANDIPITI,SPECIES_FEZANDIPITI,SPECIES_FEZANDIPITI,wild,"Route 2 (South, below Viridian Forest)",all,1%,post-game,
species,SPECIES_OGERPON,SPECIES_OGERPON,SPECIES_OGERPON,wild,Route 25,all,1%,post-game,
species,SPECIES_ARCHALUDON,SPECIES_ARCHALUDON,SPECIES_ARCHALUDON,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DURALUDON
species,SPECIES_HYDRAPPLE,SPECIES_HYDRAPPLE,SPECIES_HYDRAPPLE,evolution,same save,any,guaranteed,see Evolution Changes,SPECIES_DIPPLIN
species,SPECIES_GOUGING_FIRE,SPECIES_GOUGING_FIRE,SPECIES_GOUGING_FIRE,wild,Mt. Silver 1F,all,1%,post-game,
species,SPECIES_RAGING_BOLT,SPECIES_RAGING_BOLT,SPECIES_RAGING_BOLT,wild,Route 9,all,1%,post-game,
species,SPECIES_IRON_BOULDER,SPECIES_IRON_BOULDER,SPECIES_IRON_BOULDER,wild,Bell Tower 4F,all,1%,post-game,
species,SPECIES_IRON_CROWN,SPECIES_IRON_CROWN,SPECIES_IRON_CROWN,wild,Bell Tower 4F,all,1%,post-game,
species,SPECIES_TERAPAGOS,SPECIES_TERAPAGOS,SPECIES_TERAPAGOS,wild,Route 5,all,1%,post-game,
species,SPECIES_PECHARUNT,SPECIES_PECHARUNT,SPECIES_PECHARUNT,wild,Cliff Cave,all,1%,post-game,
functional_form,SPECIES_ARTICUNO_GALARIAN,SPECIES_ARTICUNO,SPECIES_ARTICUNO_GALARIAN,wild form encounter,Route 22,all,1%,none,
functional_form,SPECIES_AVALUGG_HISUIAN,SPECIES_AVALUGG,SPECIES_AVALUGG_HISUIAN,wild form encounter,Ice Path B1F,all,1%,none,
functional_form,SPECIES_BRAVIARY_HISUIAN,SPECIES_BRAVIARY,SPECIES_BRAVIARY_HISUIAN,wild form encounter,Route 22,all,1%,none,
functional_form,SPECIES_CORSOLA_GALARIAN,SPECIES_CORSOLA,SPECIES_CORSOLA_GALARIAN,wild form encounter,Sprout Tower 2F,night,5%,none,
functional_form,SPECIES_DARUMAKA_GALARIAN,SPECIES_DARUMAKA,SPECIES_DARUMAKA_GALARIAN,wild form encounter,Sprout Tower 2F,morning,5%,none,
functional_form,SPECIES_DECIDUEYE_HISUIAN,SPECIES_DECIDUEYE,SPECIES_DECIDUEYE_HISUIAN,wild form encounter,Whirl Islands B2F,all,1%,none,
functional_form,SPECIES_DIGLETT_ALOLAN,SPECIES_DIGLETT,SPECIES_DIGLETT_ALOLAN,wild form encounter,Sprout Tower 2F,day,5%,none,
functional_form,SPECIES_EXEGGUTOR_ALOLAN,SPECIES_EXEGGUTOR,SPECIES_EXEGGUTOR_ALOLAN,wild form encounter,Sprout Tower 2F,night,5%,none,
functional_form,SPECIES_FARFETCHD_GALARIAN,SPECIES_FARFETCHD,SPECIES_FARFETCHD_GALARIAN,wild form encounter,Sprout Tower 2F,morning,4%,none,
functional_form,SPECIES_GEODUDE_ALOLAN,SPECIES_GEODUDE,SPECIES_GEODUDE_ALOLAN,wild form encounter,Sprout Tower 2F,day,4%,none,
functional_form,SPECIES_GRIMER_ALOLAN,SPECIES_GRIMER,SPECIES_GRIMER_ALOLAN,wild form encounter,Sprout Tower 2F,night,4%,none,
functional_form,SPECIES_GROWLITHE_HISUIAN,SPECIES_GROWLITHE,SPECIES_GROWLITHE_HISUIAN,wild form encounter,Sprout Tower 3F,night,5%,none,
functional_form,SPECIES_LILLIGANT_HISUIAN,SPECIES_LILLIGANT,SPECIES_LILLIGANT_HISUIAN,wild form encounter,Whirl Islands B3F (Ledge overlooking Lugia room),all,1%,none,
functional_form,SPECIES_MAROWAK_ALOLAN,SPECIES_MAROWAK,SPECIES_MAROWAK_ALOLAN,wild form encounter,Sprout Tower 3F,morning,5%,none,
functional_form,SPECIES_MEOWTH_ALOLAN,SPECIES_MEOWTH,SPECIES_MEOWTH_ALOLAN,wild form encounter,Sprout Tower 3F,day,5%,none,
functional_form,SPECIES_MEOWTH_GALARIAN,SPECIES_MEOWTH,SPECIES_MEOWTH_GALARIAN,wild form encounter,Sprout Tower 3F,night,5%,none,
functional_form,SPECIES_MOLTRES_GALARIAN,SPECIES_MOLTRES,SPECIES_MOLTRES_GALARIAN,wild form encounter,Mt. Mortar (Waterfall room),all,1%,none,
functional_form,SPECIES_MR_MIME_GALARIAN,SPECIES_MR_MIME,SPECIES_MR_MIME_GALARIAN,wild form encounter,Sprout Tower 3F,morning,4%,none,
functional_form,SPECIES_PONYTA_GALARIAN,SPECIES_PONYTA,SPECIES_PONYTA_GALARIAN,wild form encounter,Sprout Tower 3F,day,4%,none,
functional_form,SPECIES_QWILFISH_HISUIAN,SPECIES_QWILFISH,SPECIES_QWILFISH_HISUIAN,wild form encounter,Sprout Tower 3F,night,4%,none,
functional_form,SPECIES_RAICHU_ALOLAN,SPECIES_RAICHU,SPECIES_RAICHU_ALOLAN,wild form encounter,Route 32,morning,5%,none,
functional_form,SPECIES_RATTATA_ALOLAN,SPECIES_RATTATA,SPECIES_RATTATA_ALOLAN,wild form encounter,Route 32,day,5%,none,
functional_form,SPECIES_SAMUROTT_HISUIAN,SPECIES_SAMUROTT,SPECIES_SAMUROTT_HISUIAN,wild form encounter,Mt. Mortar (Waterfall room),all,1%,none,
functional_form,SPECIES_SANDSHREW_ALOLAN,SPECIES_SANDSHREW,SPECIES_SANDSHREW_ALOLAN,wild form encounter,Route 32,night,5%,none,
functional_form,SPECIES_SLIGGOO_HISUIAN,SPECIES_SLIGGOO,SPECIES_SLIGGOO_HISUIAN,wild form encounter,Mt. Mortar (Central room),all,1%,none,
functional_form,SPECIES_SLOWPOKE_GALARIAN,SPECIES_SLOWPOKE,SPECIES_SLOWPOKE_GALARIAN,wild form encounter,Route 32,morning,4%,none,
functional_form,SPECIES_SNEASEL_HISUIAN,SPECIES_SNEASEL,SPECIES_SNEASEL_HISUIAN,wild form encounter,Route 32,day,4%,none,
functional_form,SPECIES_STUNFISK_GALARIAN,SPECIES_STUNFISK,SPECIES_STUNFISK_GALARIAN,wild form encounter,Route 32,night,4%,none,
functional_form,SPECIES_TYPHLOSION_HISUIAN,SPECIES_TYPHLOSION,SPECIES_TYPHLOSION_HISUIAN,wild form encounter,Mt. Mortar (Central room),all,1%,none,
functional_form,SPECIES_VOLTORB_HISUIAN,SPECIES_VOLTORB,SPECIES_VOLTORB_HISUIAN,wild form encounter,Route 32,morning,4%,none,
functional_form,SPECIES_VULPIX_ALOLAN,SPECIES_VULPIX,SPECIES_VULPIX_ALOLAN,wild form encounter,Route 32,day,4%,none,
functional_form,SPECIES_WEEZING_GALARIAN,SPECIES_WEEZING,SPECIES_WEEZING_GALARIAN,wild form encounter,Route 32,night,4%,none,
functional_form,SPECIES_WOOPER_PALDEAN,SPECIES_WOOPER,SPECIES_WOOPER_PALDEAN,wild form encounter,Ruins of Alph (Outside),morning,5%,none,
functional_form,SPECIES_YAMASK_GALARIAN,SPECIES_YAMASK,SPECIES_YAMASK_GALARIAN,wild form encounter,Ruins of Alph (Outside),day,5%,none,
functional_form,SPECIES_ZAPDOS_GALARIAN,SPECIES_ZAPDOS,SPECIES_ZAPDOS_GALARIAN,wild form encounter,Mt. Mortar (Room above waterfall),all,1%,none,
functional_form,SPECIES_ZIGZAGOON_GALARIAN,SPECIES_ZIGZAGOON,SPECIES_ZIGZAGOON_GALARIAN,wild form encounter,Ruins of Alph (Outside),night,5%,none,
functional_form,SPECIES_ZORUA_HISUIAN,SPECIES_ZORUA,SPECIES_ZORUA_HISUIAN,wild form encounter,Ruins of Alph (Outside),morning,5%,none,
functional_form,Oricorio (Pom-Pom Style),SPECIES_ORICORIO,,form change item,repeatable marts,any,guaranteed,Yellow Nectar (repeatable mart),
functional_form,Oricorio (Pa'u Style),SPECIES_ORICORIO,,form change item,repeatable marts,any,guaranteed,Pink Nectar (repeatable mart),
functional_form,Oricorio (Sensu Style),SPECIES_ORICORIO,,form change item,repeatable marts,any,guaranteed,Purple Nectar (repeatable mart),
functional_form,Silvally (Fighting type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Fighting Memory (repeatable mart),
functional_form,Silvally (Flying type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Flying Memory (repeatable mart),
functional_form,Silvally (Poison type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Poison Memory (repeatable mart),
functional_form,Silvally (Ground type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Ground Memory (repeatable mart),
functional_form,Silvally (Rock type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Rock Memory (repeatable mart),
functional_form,Silvally (Bug type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Bug Memory (repeatable mart),
functional_form,Silvally (Ghost type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Ghost Memory (repeatable mart),
functional_form,Silvally (Steel type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Steel Memory (repeatable mart),
functional_form,Silvally (Fire type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Fire Memory (repeatable mart),
functional_form,Silvally (Water type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Water Memory (repeatable mart),
functional_form,Silvally (Grass type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Grass Memory (repeatable mart),
functional_form,Silvally (Electric type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Electric Memory (repeatable mart),
functional_form,Silvally (Psychic type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Psychic Memory (repeatable mart),
functional_form,Silvally (Ice type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Ice Memory (repeatable mart),
functional_form,Silvally (Dragon type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Dragon Memory (repeatable mart),
functional_form,Silvally (Dark type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Dark Memory (repeatable mart),
functional_form,Silvally (Fairy type),SPECIES_SILVALLY,,held item battle form,repeatable marts,any,guaranteed,Fairy Memory (repeatable mart),
functional_form,Ogerpon (Wellspring Mask),SPECIES_OGERPON,,held item battle form,repeatable marts,any,guaranteed,Wellspring Mask (repeatable mart),
functional_form,Ogerpon (Hearthflame Mask),SPECIES_OGERPON,,held item battle form,repeatable marts,any,guaranteed,Hearthflame Mask (repeatable mart),
functional_form,Ogerpon (Cornerstone Mask),SPECIES_OGERPON,,held item battle form,repeatable marts,any,guaranteed,Cornerstone Mask (repeatable mart),
functional_form,Urshifu (Rapid Strike Style),SPECIES_KUBFU,,evolution,repeatable marts,any,guaranteed,Scroll of Waters (repeatable mart),
